id,release_date,debit_account,credit_account,amount,document,operation_nature,cost_center,taxes,currency,conversion_rate
1014,2023-04-04,DSKH1Y,CP2VNM,4621.37,DOCTXK91,OPNYHVM,CCWUFQB,326.4998804726215,JPY,2.135299770937235
1015,2022-07-20,DLO107,CC9KF6,307.41,DOCW7HNV,OP5PJZP,CCPKE7M,,USD,1.2480290666241416
1016,2022-09-30,D00NH7,CR4H44,4174.99,DOCDJBNP,OP1HD4S,CCHGOWE,326.4998804726215,nan,3.523286759155978
1017,2021-06-05,DADSWX,C9UB7T,4945.64,DOCSPQWY,,CCAAQV4,154.26397977720023,USD,2.5681167953894297
1018,2022-09-01,DDMHMZ,CSMFX6,2512.41,DOC9VDJ1,OP45JEM,CCNLY7C,430.1553391717098,USD,2.135299770937235
1019,2021-03-17,DNLDM2,CQOTS9,5927.53,DOCT2DTB,OP7CX0E,CCZYVPS,326.4998804726215,nan,3.4756056261939174
1020,2021-11-21,D3WW5O,C29FWX,7557.08,DOCE7U3N,OP168GB,CCF54DE,326.4998804726215,nan,3.523286759155978
1021,2021-06-28,DOVI8Q,CPAPA1,2434.76,,,CCLX5JV,430.1553391717098,nan,2.135299770937235
1022,2020-03-27,D6278B,C11ZLR,6242.95,DOCKE6I5,OPFDVYM,CCVR9Q7,154.26397977720023,EUR,2.135299770937235
1023,2020-03-30,DIMXEZ,C886FJ,120975.94474041638,,OP0DW60,CCVEG9W,430.1553391717098,BRL,1.2480290666241416
1024,2020-04-17,DWJ7HM,CRLPX4,9490.55,DOC6W9UW,OPM7KVU,CCRP2OS,,USD,
1025,2020-11-29,DDRK2N,CEUW1L,7804.93,DOCJWIIX,OPT98FN,CC0RBUV,326.4998804726215,JPY,3.4756056261939174
1026,2021-12-17,DUG1EJ,CER9EK,8498.62,DOCQ8KM3,OP7IEV6,CCHMJYA,154.26397977720023,nan,3.4756056261939174
1027,2020-01-08,D4V449,CZO62H,4955.16,DOC3SREZ,OPOGT3O,CCDZC4B,154.26397977720023,nan,
1028,2021-08-16,D9ZR9I,C3063B,1934.95,DOCU0DK8,OPQXGLL,CCCDSC7,154.26397977720023,nan,3.523286759155978
1029,2023-09-02,DJJ41G,CT0ZNP,187297.68604092003,DOCEJ1SL,,CCSMTDI,444.1325202720218,BRL,3.523286759155978
1030,2020-01-15,DHKNM0,C2QT2P,1380.62,DOCZCTE4,OPDX98A,CCDE92K,154.26397977720023,JPY,3.523286759155978
1031,2020-10-14,DY74IQ,CP1SQJ,4767.43,DOCY0RDT,,CCWGY70,471.09235950902394,USD,
1032,2020-05-10,DU1B2Z,CW038Q,774.12,DOC9DTRB,OP4J6RB,CCMRNGG,471.09235950902394,BRL,1.2480290666241416
1033,2022-05-26,DNK1LW,CO6R0E,9444.12,DOC3DIO7,OPHPUHJ,CCWCWEJ,,EUR,1.2480290666241416
1034,2023-10-25,D3G8UF,C7YHAS,9652.76,DOCCH0A5,,CC2CMNF,444.1325202720218,JPY,2.5681167953894297
1035,2021-03-30,DP5EPZ,CF3BED,7221.95,DOCQAKK5,OPB5OPB,CCMFW2S,444.1325202720218,JPY,2.135299770937235
1036,2023-05-31,DX1BYP,CFDT52,3564.93,DOCI1TT4,OPUBVGL,CCFU7O5,430.1553391717098,EUR,3.4756056261939174
1037,2022-03-23,DJVRD5,CYRGVJ,2618.39,DOCP4K6X,OPJL3LT,CCDIAEM,154.26397977720023,USD,
1038,2023-02-16,DM83LR,CHZZUH,2726.5,DOC0N9FR,OPLRP7Q,CC5PI1G,471.09235950902394,JPY,1.2480290666241416
1039,2021-03-28,DL7CDC,CMRNSC,1360.21,DOC5R8X5,OPS9QQZ,CCAUVVT,444.1325202720218,nan,3.4756056261939174
1040,2022-07-18,DIPCV4,C00F5Q,5305.51,DOCPG077,OPZYCNY,CC3PE2M,471.09235950902394,USD,2.5681167953894297
1041,2021-01-29,DATF2X,CA6EH9,1503.99,DOCJJTCJ,OP1L79M,CCQNTW6,471.09235950902394,BRL,3.523286759155978
1042,2021-11-26,D4YGYF,CBN65B,3235.63,DOCDFGLX,OPXD4BE,CCG28IM,154.26397977720023,EUR,
1043,2023-05-30,DRGNQ8,CLI5U3,6304.39,DOCS2OUV,OP14M1M,CC9VGGY,471.09235950902394,nan,3.4756056261939174
1044,2020-07-28,DF15EL,CWMZ5I,7302.68,DOC21EDI,OPD23AS,CC8PCZF,,nan,1.2480290666241416
1045,2023-05-26,DJGY6H,CEVV2K,340.3,DOCK4PDC,OPHSNVN,CCKMY45,,nan,3.523286759155978
1046,2020-06-24,DQUJ1O,C4QNX4,4358.15,DOCF906G,OPQT2FI,CCWY7SH,444.1325202720218,BRL,2.5681167953894297
1047,2021-10-15,DENTKC,CN09ZN,6556.03,DOC2OIL0,,CC29BHU,444.1325202720218,nan,2.135299770937235
1048,2021-10-23,DZKA3D,CV80ZX,8547.14,DOC9THB6,OPB5JEV,CCDP1UO,430.1553391717098,JPY,2.135299770937235
1049,2023-01-02,DMF9D2,CQQD98,4805.72,DOC9PS7Q,OPBNC7N,CCT0N1D,471.09235950902394,nan,2.135299770937235
1050,2022-07-22,D4QLFJ,CWMG0X,9695.14,DOCYQ4PH,OPG5SWR,CCM4ILF,444.1325202720218,USD,1.2480290666241416
1051,2021-10-27,DNPUSU,CBMMZZ,2729.76,DOC3OOYJ,OPLPDO1,CCWHRIH,154.26397977720023,JPY,
1052,2021-06-07,DRIWYK,CVRW8V,4396.109193910837,,OP8L2L7,CC27HNI,444.1325202720218,nan,2.5681167953894297
1053,2020-02-29,DDGJ2K,CIUFYW,4889.15,DOCHJPV4,OPG5KAW,CCW9GJ3,,BRL,2.5681167953894297
1054,2022-12-05,DDEHCY,CTR9WF,2635.53,DOCYKSR0,OPYLMG9,CCQD2QK,471.09235950902394,nan,2.5681167953894297
1055,2020-03-31,DTBVR6,C7EA5Y,8254.8,DOCWU1D2,OPAOE3A,CCM95EB,,BRL,3.4756056261939174
1056,2021-01-24,DGYHV8,C8ESL8,45222.14747710667,DOC1EBSK,OPBOISN,CCM8BUB,444.1325202720218,JPY,1.2480290666241416
1057,2022-01-25,D36A50,C0F1KL,3175.23,DOC2FLCY,OPL88J6,CCBYOYD,444.1325202720218,JPY,3.4756056261939174
1058,2020-06-13,DB7DHM,CYYH4M,7933.15,DOCUNTFZ,OPS821G,CC46Q4Q,,JPY,1.2480290666241416
1059,2021-03-05,D6P5IZ,CB9TQH,135037.70139276248,DOC9GCUL,OPG4XI8,CCJIYGV,326.4998804726215,JPY,3.523286759155978
1060,2022-12-10,D7T7QH,CVRXQ3,5624.71,,OPH0LO9,CCK2B96,430.1553391717098,BRL,1.2480290666241416
1061,2021-12-09,D4TWPZ,CIVPNO,7078.99,DOCKAXSM,OPONEYA,CCASFX3,430.1553391717098,USD,2.135299770937235
1062,2021-01-19,D7O3S8,CXJEEY,4244.5,DOCY4C4P,OPEZE8U,CCUNSTE,444.1325202720218,BRL,
1063,2021-02-16,D6CU3L,C9CI9Z,152.57,DOCNH54Y,OP3Z2YJ,CCPJGJK,430.1553391717098,BRL,3.4756056261939174
1064,2021-05-29,DWW63X,C0TQSM,212.42,DOCGHRPN,OPI1B7D,CCBYE0G,,nan,3.523286759155978
1065,2023-10-09,DPPHOP,CLQDWR,5161.1,DOCW17H9,OPUD0MJ,CCKDYHY,471.09235950902394,nan,2.135299770937235
1066,2021-09-09,DZIQAY,CY5KDQ,924.58,DOCCEZHD,,CCSZSB3,444.1325202720218,BRL,2.5681167953894297
1067,2021-10-01,DRBM29,C5SSEV,605.65,DOCRM01Z,OPYS00B,CCTVHC7,154.26397977720023,EUR,3.523286759155978
1068,2022-11-24,D9WU61,C3CWL9,9658.61,DOC8INCH,OPQQAP8,CCNYSRL,326.4998804726215,USD,3.4756056261939174
1069,2022-02-26,D5TCCK,CRISHN,8604.13,,OPYYAYR,CCFXSWK,430.1553391717098,JPY,1.2480290666241416
1070,2021-06-05,DGJID7,CNPSE9,1605.07,DOCKWSG9,OP40KU5,CCT96N9,430.1553391717098,JPY,
1071,2022-09-14,DGKJS7,C5WKKF,106.58,DOCHLQDX,OPSFOD7,CCE3XYX,154.26397977720023,JPY,2.135299770937235
1072,2021-12-05,DAEIPZ,CM9NY6,9422.51,DOCDABDS,OPSLPQ5,CCOBW5J,326.4998804726215,nan,
1073,2021-05-06,DVV4C2,C34P81,2855.42,DOCPWWDF,,CCKKMLS,154.26397977720023,nan,3.4756056261939174
1074,2020-04-01,DI275S,C7NG58,1940.39,DOC1N6GJ,,CCF728A,326.4998804726215,USD,2.5681167953894297
1075,2021-09-18,D4S5QN,C0BM0A,6945.93,DOCWTCY7,OPW0ZRW,CCHMKLD,,USD,3.523286759155978
1076,2023-02-04,DFL5XC,CQ31G7,1178.15,DOCZCATX,OPD8GEZ,CCY4KZN,326.4998804726215,BRL,
1077,2020-05-28,DOP6V2,CHYCCA,2720.03,,OPSUNB8,CC1HVVW,,nan,3.523286759155978
1078,2020-01-19,D3B2ST,CVMR5D,9753.44,,OPA1D91,CC2KWNG,430.1553391717098,JPY,
1079,2022-08-01,DN1DDZ,C25DOH,6430.68,DOC3KK7R,OPB4B8B,CCN9PN2,326.4998804726215,BRL,3.4756056261939174
1080,2022-10-11,D98NHO,C505AX,5254.71,DOCAQHOC,,CCJ5Y7J,471.09235950902394,EUR,2.5681167953894297
1081,2022-06-16,DH1ZQO,CG5NBM,4039.39,DOCKIHQF,OPYFARL,CC6GDD5,,EUR,3.523286759155978
1082,2020-04-07,DM0ZK5,CCP6AO,7767.56,DOCY0Q1Z,OPMA5LY,CCRQ6TP,326.4998804726215,USD,
1083,2022-04-24,DN7IHX,CM3Z6N,1495.48,,OPL62CH,CCEI521,,nan,
1084,2022-10-07,D6OK66,C9ZEYU,9676.64,DOC09YAP,,CC5Z799,444.1325202720218,nan,3.4756056261939174
1085,2022-08-01,DGBX6V,CE08WI,8625.12,,OPIMH49,CCZ8HPG,326.4998804726215,EUR,3.523286759155978
1086,2022-06-20,D7BGRX,CLJGUK,6214.8,DOCGGCNU,OPQGYWZ,CCF8LNE,444.1325202720218,USD,
1087,2020-08-29,DBF4N7,CA23W5,524.77,DOCIMQX1,OPGYK7Y,CCCFHFA,,USD,2.5681167953894297
1088,2020-06-24,DIEGYS,C1DKDJ,7038.47,DOCZO53Y,OP1JRV3,CCO3N4N,471.09235950902394,nan,2.135299770937235
1089,2020-06-15,D9FABE,C0VK2H,9141.51,DOCE0QMD,OPTJQ9U,CCPYVRT,430.1553391717098,nan,3.4756056261939174
1090,2021-05-08,D35YNR,C4YD36,5293.31,,OPLDY9N,CCZ2VXR,154.26397977720023,EUR,
1091,2020-07-21,D2SEQ3,CQN3ON,3606.83,DOCQQQYE,OPJEBAN,CCDRCO9,326.4998804726215,JPY,3.4756056261939174
1092,2020-11-10,DL4R5E,CYCIP8,1290.75,DOC1EUD2,OPW3K4D,CCXHJ1V,,USD,1.2480290666241416
1093,2022-04-27,DYWMLC,CTO0RB,7573.52,DOC87LYE,OP1Z3K1,CCAKD2Q,471.09235950902394,nan,
1094,2021-03-13,DHY0A7,C3UILY,8861.72,DOCO1OPF,,CC4O3KP,471.09235950902394,USD,2.135299770937235
1095,2022-06-21,D1HMMR,C5RAU3,1092.49,,,CC6UPDM,471.09235950902394,JPY,2.5681167953894297
1096,2023-06-08,DOGOCR,C394T4,7613.95,DOCQ7979,OPM2P6W,CCVD6NK,,EUR,1.2480290666241416
1097,2020-06-06,DAHHLS,C89XUO,268.9,DOCAMO0P,OP24K45,CCO8JAS,,JPY,3.4756056261939174
1098,2022-05-24,DD1OG7,COIC5P,9673.84,DOCZNA9L,OP7AKED,CC6H8KA,326.4998804726215,EUR,2.5681167953894297
1099,2023-02-18,DCDVCO,CFE51J,6189.07,DOCKJ2CB,OPSXYBS,CCYUPZX,326.4998804726215,USD,3.523286759155978
1100,2022-03-18,DJ1WVY,CY017G,5569.15,DOCIA90P,OP9XS00,CC9P9RX,471.09235950902394,BRL,3.523286759155978
1101,2020-03-21,DS03YX,CMGQ25,3029.9,DOCJ2ZY0,OPLNC3X,CCCIGLX,471.09235950902394,USD,3.4756056261939174
1102,2021-01-04,DXMJJX,CIKXLZ,9299.99,DOCYNXA6,OPCR74L,CCT5MLT,4698.992714166213,BRL,3.523286759155978
1103,2021-05-26,DBMQM6,C8IBZR,51391.445576647326,DOCKIXE8,OP5D8DA,CC924QX,,USD,3.523286759155978
1104,2022-09-30,DG17SV,CX6TID,8298.65,DOCSPTPS,OP0H6Y3,CCC5BTB,430.1553391717098,JPY,2.135299770937235
1105,2021-03-26,DFJPQH,CD4WD3,9852.58,DOCSEEC3,OP3QWY1,CC4K9YP,,EUR,1.2480290666241416
1106,2020-09-19,D3ZXFJ,CVVRRI,7855.63,DOCCADAO,OP4NO5F,CCGT6QO,6391.963984371231,USD,
1107,2021-07-25,DQXFMI,CW83I2,5238.0,DOC8T864,OPVKWIM,CCEET8H,471.09235950902394,nan,1.2480290666241416
1108,2021-12-22,D6JGUP,C5GA15,754.14,DOCQT9Y3,,CCRYQDQ,430.1553391717098,EUR,3.4756056261939174
1109,2021-10-16,D96DXN,CEX6IN,4776.9,DOCF1IZN,OP4AKBJ,CCH7FFO,154.26397977720023,JPY,2.135299770937235
1110,2022-06-09,DLMMLS,CN2VRS,4438.73,DOCY9SFO,OPJ8R5A,CCXA3QI,,USD,2.5681167953894297
1111,2020-08-07,DKZ45B,CSDQAQ,2107.68,DOCYYNML,OP6JKBC,CCU6I3G,471.09235950902394,EUR,3.4756056261939174
1112,2023-02-14,DK58F0,CFHE31,4293.52,DOCQ3W10,OPYTBD6,CCXJ54Q,,nan,1.2480290666241416
1113,2021-08-07,DR86I7,CVAO9N,3641.8,DOCGR1YN,OPUEU3V,CCB01MZ,154.26397977720023,EUR,2.135299770937235
1114,2023-06-03,DAF1J6,CVV0C1,1720.47,DOCZG4BR,OPW6RV6,CC5MBH5,,USD,2.135299770937235
1115,2023-01-13,DO9WJ0,C2I7FL,4469.6,DOCDROZN,OPQ26R1,CCUID18,430.1553391717098,nan,1.2480290666241416
1116,2021-02-16,D8DNMS,CK9SAM,2701.72,DOC4Q43T,OPHP4W4,CC30LCD,154.26397977720023,USD,2.5681167953894297
1117,2021-08-30,D4ZVZ5,CYCGML,5268.42,DOCBDQ2T,OPOJG6G,CCPH8QK,444.1325202720218,BRL,
1118,2022-06-23,DIAFZ0,C6TJUF,448.08,DOCDXGVB,,CCE345B,444.1325202720218,EUR,2.5681167953894297
1119,2022-11-18,DWM93M,CSGUAV,9071.69,DOCFQQYD,OPSD3DG,CC014GB,471.09235950902394,nan,2.5681167953894297
1120,2023-05-23,DT5LPK,C7242D,8182.01,DOC5E5XV,OPMNHGS,CC4J5G6,444.1325202720218,USD,1.2480290666241416
1121,2022-08-04,DITDKD,CBDXBU,5570.56,DOC1SX8W,,CC8D6PA,,BRL,2.135299770937235
1122,2023-01-03,D46F7R,CD1KNV,8532.9,DOCRO3TI,OPCHAKA,CC577TQ,430.1553391717098,USD,2.135299770937235
1123,2023-07-23,D4JFJT,CUFWF6,9627.71,,,CC7EMO6,444.1325202720218,USD,
1124,2021-06-18,DM7FRV,CJ2X6Z,1194.17,DOCPGKCT,OPPJSGN,CCDGCCK,471.09235950902394,EUR,
1125,2021-07-12,DNIBVM,CRYMG2,6345.23,DOC7XTVQ,OPJYHXM,CCSUX4Z,,EUR,3.4756056261939174
1126,2021-04-19,DUY577,CG2VCC,9980.14,DOC05YJ6,OP49IYA,CCA4613,471.09235950902394,BRL,3.4756056261939174
1127,2020-02-03,D1V8NQ,CN3IRO,9880.1,DOCM5TZV,OPTYZR4,CCBBYM5,471.09235950902394,EUR,2.135299770937235
1128,2020-08-31,DY3KEA,CRAVGS,6072.9,DOC2287X,OPLYV8E,CCR3F6T,430.1553391717098,nan,3.4756056261939174
1129,2023-06-13,DI1CDL,C3N4MG,1367.41,,OPWKR4I,CC19F4Y,326.4998804726215,BRL,
1130,2020-07-21,DMZPED,C5KB2X,5873.61,DOCV3DBG,OPR35YS,CC7QFSX,430.1553391717098,EUR,2.5681167953894297
1131,2020-12-19,D288NC,C3VDRF,120.44,DOCIQPYS,OPFIKK4,CC5PWRH,471.09235950902394,JPY,3.4756056261939174
1132,2022-04-29,DI76Y1,CCNRVN,2069.22,DOC3ABHQ,OP3OYL7,CCT23AL,471.09235950902394,nan,3.4756056261939174
1133,2021-05-24,DZSJ3H,C5735Y,9565.62,DOC8B7UX,OPWAO7F,CCQJF6B,444.1325202720218,USD,2.135299770937235
1134,2021-03-22,D3W24I,C780OI,63407.48991179619,DOCF84IF,OPMP60Q,CCINQ4F,444.1325202720218,nan,1.2480290666241416
1135,2021-08-05,DV3A4X,CP9CHG,6420.06,DOCPJVFH,,CCRLIH7,154.26397977720023,nan,1.2480290666241416
1136,2023-09-12,D6AX2Q,CWT6F3,2880.51,,,CCVAHDZ,326.4998804726215,nan,3.523286759155978
1137,2020-01-14,D0WSM3,CARUWT,9483.44,DOCNXLOT,OP9GF53,CCH0NGI,430.1553391717098,JPY,3.523286759155978
1138,2023-01-01,DI0V1S,CVM227,7312.73,DOCXQV4R,OPL014G,CCAQ1ZW,326.4998804726215,nan,2.5681167953894297
1139,2022-11-21,DFCRQV,CC7826,3363.55,,OPUOY0U,CCPRVPV,444.1325202720218,JPY,2.135299770937235
1140,2022-05-27,DJ0A5X,CVQ9W5,7938.44,DOCEQ162,OPO5URB,CCD17OL,471.09235950902394,JPY,2.135299770937235
1141,2020-04-11,DJBV02,CYBJ47,1170.84,DOCE71MX,OP1U160,CCFCO3C,444.1325202720218,EUR,2.5681167953894297
1142,2020-09-06,D3743U,CKCLNW,3983.96,DOCGS7IW,OP3AN1W,CC2SAIH,154.26397977720023,JPY,1.2480290666241416
1143,2022-02-26,DWRE5B,C7GI8J,2290.06,DOCF2AM2,OPV44UN,CC2NQ7E,444.1325202720218,JPY,2.135299770937235
1144,2023-08-14,DOJSMF,CUCOZJ,6868.89,DOCD2BKA,OPN7SEK,CC1RCSS,471.09235950902394,BRL,
1145,2021-07-12,DF0D6O,CZTLQ2,1114.22,DOCX6TZ2,OP6EOY3,CCAWPJ2,444.1325202720218,JPY,2.135299770937235
1146,2020-08-30,DDLFOK,CMBE1J,4030.56,DOCAUL0J,OPUHEWK,CCZQXEM,444.1325202720218,nan,3.4756056261939174
1147,2023-03-02,D8MFCG,C1JJ2N,2838.83,DOC9THQ0,OP8JIXY,CCRMXJ6,430.1553391717098,USD,2.135299770937235
1148,2022-01-05,DD5JPP,CFI9XS,5112.79,DOC7O2TS,OPA3GOC,CC58GGY,430.1553391717098,JPY,1.2480290666241416
1149,2021-04-15,DHSQRE,CXBHO3,67030.4150167121,DOCDXOX5,OPUZE64,CCC7VFV,154.26397977720023,JPY,
1150,2023-10-14,DR0MYY,CBI2WE,7093.46,DOCGWHJY,OPLAN9U,CCW8G8Z,154.26397977720023,EUR,3.523286759155978
1151,2023-12-11,D1ZHC4,CLUFC9,343.31,DOCJTSNK,OPS427P,CC81C80,444.1325202720218,EUR,
1152,2023-01-24,DNOSB7,C4K1YA,6376.47,DOCGDUYE,OP29TWU,CCSWTHS,430.1553391717098,nan,
1153,2023-09-14,DFJZU9,CWHD0W,2382.66,DOCPJPRL,OPTECS3,CCNELWA,430.1553391717098,BRL,3.4756056261939174
1154,2021-07-31,DQ3VMW,C6UAD6,2760.22,DOC2N1Y6,OP4HV6P,CCF2KHZ,444.1325202720218,JPY,
1155,2021-03-29,D6IXOE,C2CIPB,8022.53,DOCNZ6OM,OPEJ5CG,CCGJULJ,326.4998804726215,USD,2.135299770937235
1156,2021-05-06,DSVSON,CSQ49S,9560.13,DOCTLN00,OPMQYVS,CCTUS7A,430.1553391717098,JPY,1.2480290666241416
1157,2020-05-12,DLU48L,C55VWR,3233.85,DOCZ2DXY,OPG819X,CC301TV,,BRL,
1158,2022-11-27,DQ4ERG,C8W0CJ,8285.37,DOCK4C45,OP7A24I,CCS2XB3,471.09235950902394,BRL,
1159,2021-09-21,DHGEWZ,CMD76F,1129.51,,,CCOICQ9,326.4998804726215,USD,2.135299770937235
1160,2023-10-13,DM2UGX,CW21BY,119925.72339452787,DOCZRB82,,CCZ3DHL,,nan,2.5681167953894297
1161,2021-11-01,DPIOWG,CG8SHS,7535.22,DOCPIVNI,OP6DHMO,CCMKM2O,,JPY,
1162,2021-04-23,DBWJS2,CTHH89,1644.18,DOCBQBQM,OPMQ4Y3,CCGBBF9,,JPY,3.523286759155978
1163,2022-02-03,DRP6JB,CFFSHS,4317.42,DOCYJ2W9,OPA04K6,CCGE0SS,430.1553391717098,EUR,
1164,2023-07-11,DT81UM,CSKI89,168099.36148428288,DOC0W7NT,OPSADJG,CC6N1X9,444.1325202720218,nan,
1165,2022-09-10,DYPTW5,CMDDTC,1125.43,,OPIDT7P,CCMHC8O,326.4998804726215,USD,
1166,2021-08-10,DCIHXX,CWVZS4,279.15,DOCJ45GB,OPM4AAI,CC05BPF,326.4998804726215,JPY,3.523286759155978
1167,2023-04-07,D9TGOI,CIDBY2,5946.8,DOCQ9NZN,OPJ31BL,CCWBASQ,326.4998804726215,BRL,3.523286759155978
1168,2020-12-16,DD1ALR,COM4AE,4411.76,DOCO5NDH,OPXT5JZ,CCZ6ML0,154.26397977720023,nan,3.523286759155978
1169,2020-10-08,DF6N19,CBM6VN,8007.02,DOCVNOSX,OPY7ZCJ,CCPBOHX,471.09235950902394,BRL,3.523286759155978
1170,2020-02-01,DLNYP4,CD2KU2,9242.21,DOC9N27S,OPC8TG4,CCH8NEI,471.09235950902394,BRL,
1171,2023-02-06,DQZUG5,C9BWEL,3061.62,DOC1RZIF,OPKHORI,CCSQJRO,,JPY,2.135299770937235
1172,2022-10-30,D6WGON,CBEIUC,3945.2,,OPRES0B,CCS7LNK,154.26397977720023,USD,1.2480290666241416
1173,2021-11-02,D24TOP,C4CEYB,4914.09,DOCN94LD,,CCJE3CG,444.1325202720218,USD,1.2480290666241416
1174,2022-01-21,DCYNAZ,CPJNP4,5922.7,DOCL0YPC,OPWZXHO,CCD719Y,154.26397977720023,USD,
1175,2023-04-13,D1HA83,C5NLN2,9840.15,DOC93MU2,OPGILOT,CCEUELR,154.26397977720023,JPY,3.4756056261939174
1176,2023-07-24,DK3499,CYHF44,7003.57,DOCBZH6X,OPT4F63,CCEBK2B,471.09235950902394,EUR,1.2480290666241416
1177,2020-02-21,DSNMD1,CPR5RS,3956.53,,OP7VLSB,CCSZH30,430.1553391717098,USD,3.523286759155978
1178,2020-09-22,D54AE2,CX4534,2711.3,DOCXYH7K,OPI26GM,CCEMYQM,,BRL,3.4756056261939174
1179,2022-03-21,D85MCV,CES3TP,9451.79,DOCIRR0B,OP93070,CCV3BS4,430.1553391717098,BRL,2.135299770937235
1180,2020-11-13,DJF2UX,CNP9I9,1441.93,DOC17NEL,OP2RW4D,CCOEXDK,326.4998804726215,EUR,2.5681167953894297
1181,2020-12-28,DVPM0Y,CLWFSL,7230.63,DOCUS6VX,OPYGBKW,CCF6KR3,471.09235950902394,nan,3.4756056261939174
1182,2022-11-11,DQEAJE,C68EEU,9261.41,DOCKQ8ZA,OP1QMA5,CC60GHR,154.26397977720023,JPY,2.135299770937235
1183,2020-06-05,DC76ON,CUYC1G,6680.19,DOC8JZN1,OP02AC8,CC0ZYWG,,JPY,3.4756056261939174
1184,2020-10-04,DTAOX6,C4ZBNA,4288.24,DOC69WWY,OPUQ4SM,CCFWV2J,444.1325202720218,BRL,1.2480290666241416
1185,2021-02-26,DMB0FG,CKZBUN,2070.01,DOCMSSNP,OP8U78J,CC1HD48,444.1325202720218,USD,3.523286759155978
1186,2022-10-14,D8Q8RZ,C5CJQ4,3738.01,DOCJ9Y75,,CCA4UB9,154.26397977720023,USD,2.135299770937235
1187,2023-03-12,D1XNGB,CGIR3Y,7098.03,DOC4C7MS,OP9O19X,CCM850F,430.1553391717098,EUR,2.135299770937235
1188,2023-11-25,DQPNAI,CQ4GU2,6530.39,DOCRFJGM,OPE4Z7F,CCGI42T,430.1553391717098,nan,3.4756056261939174
1189,2021-03-13,D69H2N,CHMN8G,9286.96,DOCN8KDY,OPK2QCK,CCB7FNB,,USD,3.523286759155978
1190,2021-04-26,DLB2WN,CJD18C,8681.92,DOCOZL86,,CC9T940,326.4998804726215,USD,
1191,2020-09-27,DQUOHU,C6SPOD,8179.89,DOCL6D58,OPO08G7,CCNQBP0,471.09235950902394,BRL,2.135299770937235
1192,2021-04-23,DJWLVZ,CT6A60,9123.36,DOC6COMZ,OP5D85G,CCD0QPH,430.1553391717098,USD,3.523286759155978
1193,2022-02-26,D46P1E,C7R102,2835.74,DOCG6RBS,OPS4XKR,CC82PBT,444.1325202720218,JPY,
1194,2021-12-24,D7B2R6,CW1BWQ,3758.28,DOCNUGAM,OPVR7BQ,CCQB298,444.1325202720218,USD,2.135299770937235
1195,2023-05-31,D1SUIR,COKY55,3860.95,,OPTJ4Y9,CCQPVB7,444.1325202720218,USD,3.523286759155978
1196,2023-04-25,DZ081E,C5QNDG,5648.46,DOCQTVSP,OPLQ42Z,CCS2L4D,326.4998804726215,nan,2.5681167953894297
1197,2020-09-28,D01L23,C8FEYD,6715.36,DOC1Z4VO,OP6CBY4,CCUMRRS,430.1553391717098,JPY,2.135299770937235
1198,2023-07-12,D9YZNN,CXYME9,2938.5,,OPBHEQV,CCGSXK6,154.26397977720023,EUR,1.2480290666241416
1199,2022-10-17,D5BQW4,CKSB0T,292.68,DOCZGO9C,OPC3Q46,CCOWC3N,430.1553391717098,JPY,3.523286759155978
1200,2020-08-09,D7PCP0,CZ9FMS,4052.3,DOC84WHJ,OPEHT60,CC2CJA0,430.1553391717098,EUR,3.4756056261939174
